MARITAL_STATUS,STATE,CREDIT_BALANCE,CUSTOMER_TENURE,MORTGAGE_AMOUNT,BANK_FUNDS,NUM_DEPENDENTS,HAS_CHILDREN,INCOME,GENDER,PROFESSION,CREDIT_CARD_LIMITS,REGION,HOME_OWNERSHIP,NUM_ONLINE_TRANS,BUY_INSURANCE,MONTHLY_CHECKS,NUM_TRANS_KIOSK,AGE,MONEY_MONTLY_OVERDRAWN,TOTAL_AUTOM_PAYMENTS,NUM_TRANS_TELLER,CHECKING_BALANCE,NUM_TRANS_ATM,LTV_BIN,NUM_MORTGAGES,CAR_OWNERSHIP
MARRIED,California,0,2,1500,0,0,1,65855,M,Healthcare,1500,West,1,1500,No,10,1,43,53.37,254,0,244,3,HIGH,1,1
MARRIED,California,0,1,6485,25750,1,1,81271,F,Administrative and Clerical,3500,West,1,4000,Yes,1,1,42,53.55,3026,5,2140,4,HIGH,1,1
SINGLE,Michigan,0,3,0,0,3,0,61425,M,Undefined,600,Midwest,0,0,No,1,1,53,53.07,0,0,25,1,MEDIUM,0,0
MARRIED,District of Columbia,0,1,5000,17750,1,1,73168,F,Undefined,3000,NorthEast,1,3900,No,2,1,42,53.5,3586,5,198,4,HIGH,1,1
DIVORCED,California,0,1,3000,6950,1,1,63789,F,Undefined,1500,West,1,1200,No,3,1,48,53.57,1312,4,233,4,HIGH,1,1
MARRIED,California,187,5,1800,1000,5,1,67860,F,Healthcare,1500,West,1,1800,No,7,1,41,53.67,2452,3,1631,4,MEDIUM,1,1
MARRIED,Michigan,0,1,920,550,1,1,59866,M,Construction and Trades,500,Midwest,1,920,No,2,1,32,53.59,614,2,603,4,MEDIUM,1,1
MARRIED,Nevada,0,1,1500,2150,1,0,75961,M,Transportation,1500,Southwest,1,350,Yes,18,1,32,54.0,1144,1,99,5,VERY HIGH,1,1
DIVORCED,California,580,2,2575,3050,4,0,66107,F,Undefined,900,West,1,500,Yes,14,1,41,54.2,1002,3,108,5,HIGH,1,1
SINGLE,California,0,2,0,0,0,0,59296,M,Healthcare,600,West,0,0,No,0,1,38,53.06,503,1,25,0,MEDIUM,0,1
MARRIED,California,0,4,890,2320,4,0,60522,M,Healthcare,600,West,1,520,No,18,1,38,53.39,1220,1,676,4,HIGH,1,1
SINGLE,California,0,2,0,451,0,1,66964,M,Customer Service,700,West,0,0,No,6,2,41,53.15,1896,2,673,2,MEDIUM,0,1
DIVORCED,New York,3532,1,3500,3300,1,1,64821,M,IT,500,NorthEast,1,900,No,3,1,49,53.7,5544,1,1496,4,HIGH,1,1
MARRIED,New York,0,3,1500,0,3,1,65399,M,Administrative and Clerical,500,NorthEast,1,1500,No,2,1,53,53.07,0,1,37,1,HIGH,1,1
DIVORCED,New York,30141,3,2000,1776,3,0,63062,M,Undefined,500,NorthEast,1,376,No,3,8,43,53.28,39649,1,25,3,HIGH,1,1
SINGLE,New York,0,2,462,0,0,0,62105,M,IT,500,NorthEast,1,462,No,0,0,0,53.06,508,1,25,0,LOW,1,1
DIVORCED,California,0,4,3500,0,3,1,60651,M,Undefined,900,West,1,3500,No,3,0,39,54.04,564,0,25,5,MEDIUM,1,1
MARRIED,California,0,4,1002,0,6,0,64768,M,Undefined,500,West,2,1002,No,0,0,0,53.06,552,1,25,0,LOW,2,1
DIVORCED,Washington,0,2,2242,0,2,1,57098,F,Customer Service,1000,West,1,2242,No,5,0,58,53.34,610,4,25,3,HIGH,1,1
MARRIED,New York,0,5,5800,8000,5,1,60490,M,Administrative and Clerical,800,NorthEast,1,1600,Yes,4,0,41,56.2,4285,4,25,6,MEDIUM,1,1
WIDOWED,District of Columbia,0,1,5600,13500,1,1,64604,M,IT,5000,NorthEast,1,4100,Yes,3,0,49,56.37,2872,5,25,6,HIGH,1,1
MARRIED,New York,0,2,850,2064,0,1,66636,M,Administrative and Clerical,600,NorthEast,1,714,Yes,12,3,38,54.09,1248,1,25,5,HIGH,1,1
DIVORCED,New York,0,5,2500,4050,5,1,59751,F,Creative Media,1500,NorthEast,1,750,No,3,0,37,53.77,4498,4,3982,4,MEDIUM,1,1
DIVORCED,Louisiana,0,1,3500,0,1,1,58750,M,Construction and Trades,800,South,1,3500,No,0,0,49,53.15,508,1,25,2,HIGH,1,1
DIVORCED,New York,0,1,3000,9300,1,1,64808,M,Undefined,500,NorthEast,1,2400,No,3,0,63,53.96,3139,4,2628,5,HIGH,1,1
DIVORCED,Illinois,0,5,3000,0,5,0,68490,F,Undefined,2000,Midwest,1,3000,No,2,0,54,53.62,504,1,25,4,HIGH,1,1
MARRIED,California,0,2,909,0,0,1,61943,M,Administrative and Clerical,600,West,1,909,No,0,0,69,53.12,1971,1,1466,2,HIGH,1,1
MARRIED,California,50,3,1000,750,3,1,70859,M,Creative Media,900,West,1,1000,No,2,0,66,53.39,6622,2,5471,4,HIGH,1,1
SINGLE,New York,0,3,0,300,3,0,66585,M,IT,1000,NorthEast,0,0,Yes,3,1,25,53.1,101,2,25,2,MEDIUM,0,1
MARRIED,Michigan,0,1,1665,4400,1,0,59068,F,Construction and Trades,900,Midwest,1,800,No,4,3,36,53.63,4041,1,3446,4,HIGH,1,1
DIVORCED,Michigan,0,3,3000,4800,3,1,73994,M,Administrative and Clerical,1500,Midwest,1,1100,No,10,3,33,53.58,12415,1,11895,4,HIGH,1,1
DIVORCED,Washington,0,4,3500,0,0,1,62456,M,IT,900,West,1,3500,No,1,3,35,53.07,528,1,25,1,HIGH,1,1
DIVORCED,Michigan,0,5,3666,4600,5,1,61866,F,Undefined,900,Midwest,1,1000,No,4,3,36,53.28,2101,1,1453,3,MEDIUM,1,1
MARRIED,Texas,0,5,1750,1750,5,1,66729,F,Undefined,1000,Southwest,1,350,Yes,2,2,27,55.02,1132,3,25,5,MEDIUM,1,1
MARRIED,California,0,3,1100,0,3,1,62426,M,Administrative and Clerical,1500,West,2,1100,No,4,1,25,53.13,533,0,495,2,HIGH,2,1
MARRIED,District of Columbia,0,1,5000,0,1,1,63760,M,Customer Service,800,NorthEast,2,5000,No,0,1,46,52.77,0,1,25,2,VERY HIGH,2,1
DIVORCED,Michigan,0,4,4000,6300,4,1,65226,F,Administrative and Clerical,900,Midwest,2,1500,Yes,2,1,30,55.4,4539,4,349,5,HIGH,2,1
DIVORCED,California,0,2,4500,0,0,1,68721,M,Healthcare,900,West,1,4500,No,1,1,33,53.08,612,1,25,1,HIGH,1,1
DIVORCED,New York,0,3,1900,0,3,0,57648,M,Education,900,NorthEast,1,1900,No,1,1,21,53.19,0,1,25,3,HIGH,1,1
MARRIED,California,0,5,1200,201,5,0,60818,F,Undefined,900,West,1,1200,No,13,1,32,53.14,1007,1,999,2,MEDIUM,1,1
MARRIED,New York,0,1,5000,8200,1,1,61322,M,Administrative and Clerical,900,NorthEast,1,1300,No,2,8,35,52.98,8664,4,92,2,HIGH,1,1
DIVORCED,New York,0,1,2000,2000,1,1,60742,F,Undefined,900,NorthEast,1,400,Yes,15,1,44,54.16,887,1,25,5,HIGH,1,1
MARRIED,California,0,1,1800,0,1,1,62332,M,Customer Service,900,West,1,1800,No,1,1,63,53.08,636,1,25,1,HIGH,1,1
WIDOWED,Nevada,0,2,10000,0,0,1,69224,M,Healthcare,900,Southwest,1,10000,No,4,1,58,53.04,959,0,25,2,HIGH,1,1
SINGLE,Oregon,0,2,0,1100,0,1,65939,M,IT,900,West,0,500,Yes,12,1,26,53.09,1267,3,708,1,MEDIUM,0,1
MARRIED,New York,0,2,1300,0,0,0,66207,M,Healthcare,900,NorthEast,1,1300,No,0,1,28,53.06,504,0,25,0,VERY HIGH,1,1
DIVORCED,California,0,1,2500,2800,1,1,68091,F,Education,900,West,1,2500,No,2,1,47,53.5,3894,1,1186,4,HIGH,1,1
SINGLE,California,0,2,360,0,0,0,68659,M,Healthcare,900,West,1,360,No,0,1,39,53.06,504,0,25,0,VERY HIGH,1,1
MARRIED,Illinois,0,5,1500,0,5,1,61301,F,Public Safety,900,Midwest,1,1500,No,2,1,26,53.19,506,0,25,3,MEDIUM,1,1
SINGLE,California,0,2,0,0,0,0,63581,M,Healthcare,900,West,0,0,No,3,1,38,53.07,504,0,25,1,MEDIUM,0,1
SINGLE,New York,0,2,0,0,0,0,66803,M,Healthcare,900,NorthEast,0,0,No,1,1,42,53.07,531,0,25,1,MEDIUM,0,1
SINGLE,California,0,2,0,0,0,0,69859,M,Healthcare,900,West,0,0,No,1,1,36,53.08,0,0,25,1,HIGH,0,0
SINGLE,Nevada,0,2,0,0,0,0,67749,M,Healthcare,900,Southwest,0,0,No,0,1,23,53.06,502,0,25,0,MEDIUM,0,1
MARRIED,Utah,0,1,1000,2150,1,1,67410,F,Healthcare,700,Southwest,1,300,Yes,17,1,38,54.06,1099,1,25,5,HIGH,1,1
DIVORCED,New York,0,1,4000,0,1,1,60915,F,Public Safety,1000,NorthEast,1,4000,No,0,1,36,53.06,506,1,25,0,HIGH,1,1
DIVORCED,California,0,1,2200,3850,1,0,62470,M,Undefined,800,West,1,650,Yes,4,1,42,53.82,1333,2,25,4,HIGH,1,1
MARRIED,New York,0,1,700,1300,1,1,58607,M,IT,1000,NorthEast,1,700,Yes,2,1,26,53.78,1190,3,33,4,MEDIUM,1,1
SINGLE,Michigan,0,3,0,760,3,1,58159,M,IT,1000,Midwest,0,0,Yes,2,10,23,53.35,213,3,25,3,LOW,0,1
DIVORCED,New York,0,1,1822,0,1,0,71130,M,Undefined,1000,NorthEast,1,1822,No,2,4,44,53.12,0,1,25,2,VERY HIGH,1,1
DIVORCED,Utah,0,1,2500,7500,1,1,64598,F,Undefined,1000,Southwest,1,2500,No,10,4,56,53.3,12003,4,11621,3,HIGH,1,1
SINGLE,Minnesota,0,3,500,0,3,0,61089,M,IT,700,West,1,500,No,1,4,38,53.08,0,1,25,1,HIGH,1,1
MARRIED,Michigan,0,4,1300,0,3,0,68780,F,Education,700,Midwest,1,1300,No,1,4,47,53.06,0,1,25,0,HIGH,1,1
DIVORCED,California,0,3,2000,650,3,1,66312,M,IT,1500,West,1,300,No,6,2,26,53.18,109,2,47,3,MEDIUM,1,1
MARRIED,New York,0,1,1300,701,1,0,70234,F,Undefined,2500,NorthEast,1,1300,No,4,1,36,53.01,1269,3,25,2,HIGH,1,1
MARRIED,New York,0,3,1031,800,3,0,70889,M,Healthcare,1500,NorthEast,1,1031,Yes,3,1,27,53.31,504,3,60,3,HIGH,1,1
DIVORCED,New York,36590,4,2000,950,3,1,65616,M,Undefined,2500,NorthEast,1,300,No,4,2,20,55.03,58921,3,25,5,MEDIUM,1,1
SINGLE,California,0,4,500,201,4,0,52762,M,Education,2500,West,1,500,No,5,1,41,53.09,0,1,25,1,MEDIUM,1,1
DIVORCED,New York,0,1,2300,950,1,0,56737,M,Transportation,2500,NorthEast,1,2300,No,3,4,37,53.96,439,3,427,5,HIGH,1,1
SINGLE,New York,0,4,400,0,3,0,85007,M,Healthcare,2500,NorthEast,1,400,No,1,4,32,53.06,240,0,25,0,VERY HIGH,1,1
SINGLE,New York,0,2,0,0,0,0,54836,M,Undefined,1500,NorthEast,0,0,No,0,4,20,53.06,0,0,25,0,MEDIUM,0,0
MARRIED,Minnesota,0,5,1000,0,5,0,74484,F,IT,2500,West,1,1000,No,2,4,30,53.11,182,0,162,2,HIGH,1,1
SINGLE,California,0,5,0,540,5,0,86144,F,IT,2500,West,0,0,Yes,16,4,26,53.6,224,2,25,4,MEDIUM,0,1
SINGLE,New York,0,3,0,250,3,0,60150,M,IT,1500,NorthEast,0,0,No,13,4,19,53.17,114,2,95,2,LOW,0,1
SINGLE,New York,0,3,0,500,3,0,61628,M,IT,1500,NorthEast,0,0,No,4,4,20,53.21,0,2,46,3,LOW,0,0
DIVORCED,California,0,5,2500,2200,5,0,66545,F,IT,2500,West,1,700,Yes,4,4,38,55.49,1201,1,25,5,HIGH,1,1
MARRIED,Wisconsin,0,5,700,400,5,0,59933,F,Undefined,2500,Midwest,1,700,No,6,4,30,53.12,315,2,306,2,MEDIUM,1,1
DIVORCED,Wisconsin,0,5,2215,2100,5,0,58593,F,Undefined,2500,Midwest,1,400,Yes,3,4,36,54.12,662,1,25,5,MEDIUM,1,1
MARRIED,New York,0,4,1000,1000,6,0,62705,M,Undefined,2500,NorthEast,1,1000,No,1,4,42,53.06,0,3,25,0,MEDIUM,1,1
MARRIED,New York,0,1,700,650,1,0,60002,M,Construction and Trades,2500,NorthEast,1,700,No,13,4,33,53.07,0,2,47,1,HIGH,1,1
MARRIED,Michigan,0,1,1098,0,1,0,62034,M,Undefined,700,Midwest,1,1098,No,0,1,42,53.05,0,1,25,2,HIGH,1,1
MARRIED,New York,0,1,1600,1000,1,0,65401,F,Undefined,1000,NorthEast,1,1600,No,3,1,43,53.55,1406,3,1380,4,HIGH,1,1
MARRIED,Illinois,0,5,5000,14150,5,1,96573,F,IT,3500,Midwest,1,1500,Yes,12,8,26,58.18,2777,5,81,6,HIGH,1,1
MARRIED,New York,0,1,1500,1500,1,0,66063,M,Undefined,1000,NorthEast,1,300,No,1,1,45,53.81,0,3,25,4,HIGH,1,1
MARRIED,Michigan,7435,4,1500,0,4,0,64574,M,Healthcare,1000,Midwest,1,1500,No,2,1,40,53.27,9057,0,1160,3,HIGH,1,1
MARRIED,California,0,1,1458,0,1,1,68105,M,Undefined,700,West,1,1458,No,0,1,46,53.07,0,0,25,1,HIGH,1,1
DIVORCED,California,0,1,3500,2800,1,1,55604,F,Administrative and Clerical,2000,West,1,3500,No,3,1,58,53.39,3619,1,3190,4,HIGH,1,1
SINGLE,Michigan,0,3,0,0,3,0,64993,M,IT,1000,Midwest,0,0,No,0,1,22,53.06,0,1,25,0,LOW,0,0
MARRIED,California,0,3,800,500,3,1,60311,M,Undefined,600,West,1,800,Yes,3,1,32,53.95,169,2,35,4,MEDIUM,1,1
MARRIED,California,0,3,1000,600,3,0,60631,M,Education,1000,West,1,1000,No,2,1,43,53.54,147,2,140,4,HIGH,1,1
SINGLE,New York,0,3,0,500,3,0,62413,M,IT,1000,NorthEast,0,0,Yes,13,3,21,53.49,243,2,25,4,LOW,0,1
MARRIED,California,0,4,1450,1250,6,1,64618,F,Transportation,1500,West,1,250,Yes,2,2,42,54.18,435,3,25,5,MEDIUM,1,1
SINGLE,Minnesota,0,3,0,500,3,0,65845,M,IT,600,West,0,0,No,3,1,33,53.12,572,2,563,2,MEDIUM,0,1
MARRIED,New York,0,3,900,250,3,0,67909,M,Undefined,600,NorthEast,1,900,Yes,1,1,55,53.11,0,2,25,2,HIGH,1,1
DIVORCED,Florida,0,1,1824,1800,1,0,65342,M,Undefined,1500,South,1,350,Yes,3,1,45,53.15,265,3,173,2,HIGH,1,1
DIVORCED,California,0,3,2840,0,3,1,67107,M,Administrative and Clerical,1500,West,1,2840,No,6,1,45,53.31,548,0,25,3,MEDIUM,1,1
MARRIED,Oregon,0,4,1289,850,4,0,75285,F,Customer Service,1500,West,1,1289,Yes,4,1,40,53.35,130,3,62,3,HIGH,1,1
SINGLE,California,0,4,0,250,4,0,60788,M,IT,1500,West,0,0,No,0,1,20,53.06,0,2,25,0,LOW,0,0
SINGLE,New York,0,3,259,0,3,0,55099,M,Undefined,1500,NorthEast,1,259,No,1,1,25,53.07,0,0,25,1,MEDIUM,1,1
SINGLE,California,0,2,566,500,2,0,69305,M,Customer Service,1500,West,1,566,Yes,15,1,22,53.02,188,2,100,2,HIGH,1,1
SINGLE,Michigan,0,3,0,0,3,0,64078,M,IT,1500,Midwest,0,0,No,4,1,24,53.12,193,1,25,2,LOW,0,1
SINGLE,California,0,3,250,500,3,0,55652,M,IT,1500,West,1,250,Yes,0,1,22,53.08,0,2,25,1,MEDIUM,1,1
SINGLE,Utah,0,2,0,0,0,0,67786,M,Healthcare,1500,Southwest,0,0,No,1,1,0,53.07,511,0,25,1,LOW,0,1
SINGLE,New York,0,2,0,0,0,0,65597,M,Administrative and Clerical,1500,NorthEast,0,0,No,1,1,0,53.07,524,0,25,1,LOW,0,1
MARRIED,California,3124,1,1000,2100,1,1,57818,M,Healthcare,1300,West,1,1000,No,2,0,34,53.26,8137,9,4089,3,MEDIUM,1,1
MARRIED,California,0,1,847,0,1,0,64528,F,Undefined,900,West,1,847,No,1,0,38,53.08,578,0,25,1,HIGH,1,1
DIVORCED,California,0,1,2000,0,1,0,64506,M,Undefined,500,West,1,2000,No,0,0,44,53.06,507,1,25,0,HIGH,1,1
MARRIED,California,0,4,1200,551,3,0,66513,F,IT,500,West,1,1,No,14,0,34,54.46,1361,2,25,5,HIGH,1,1
MARRIED,New York,0,1,10000,25000,1,0,64301,F,Undefined,1500,NorthEast,1,5000,No,4,0,42,58.13,1647,3,25,6,HIGH,1,1
DIVORCED,New York,6812,1,4000,15500,1,1,68899,F,Administrative and Clerical,1000,NorthEast,1,3000,Yes,2,7,49,57.55,13783,5,338,6,HIGH,1,1
SINGLE,California,0,1,0,500,1,0,59783,M,Administrative and Clerical,1100,West,0,0,No,12,0,34,53.19,5347,2,25,3,MEDIUM,0,1
SINGLE,Michigan,0,2,0,1500,0,1,66258,M,Healthcare,900,Midwest,0,300,No,4,0,29,53.8,6288,3,4839,4,MEDIUM,0,1
MARRIED,New York,0,4,1000,17000,4,1,59667,M,Transportation,800,NorthEast,1,3000,No,3,0,46,52.59,2767,2,25,2,MEDIUM,1,1
MARRIED,California,0,3,1600,1000,3,1,64047,M,Undefined,900,West,1,200,No,13,0,33,53.53,1125,4,482,4,MEDIUM,1,1
SINGLE,California,0,1,0,3458,1,1,66518,F,Customer Service,500,West,0,1108,Yes,2,0,32,53.75,7028,1,6220,4,LOW,0,1
DIVORCED,Michigan,0,4,2500,4800,4,0,63268,M,Undefined,1000,Midwest,1,200,No,9,0,28,54.02,10604,1,10551,5,HIGH,1,1
SINGLE,California,0,2,0,1897,0,1,66633,M,IT,500,West,0,847,No,9,0,35,53.3,7949,3,7295,3,MEDIUM,0,1
SINGLE,Michigan,0,2,0,2794,0,0,58697,M,Construction and Trades,900,Midwest,0,844,Yes,18,0,28,53.57,1694,3,177,4,MEDIUM,0,1
DIVORCED,Florida,0,4,2500,1501,0,1,64438,M,Administrative and Clerical,500,South,1,2500,No,15,0,26,53.27,593,3,87,3,HIGH,1,1
SINGLE,Michigan,0,2,0,0,0,0,62522,M,IT,500,Midwest,0,0,No,4,0,27,52.88,1298,0,25,2,MEDIUM,0,1
SINGLE,New York,0,2,0,250,0,0,65163,M,Customer Service,600,NorthEast,0,0,No,0,0,44,53.07,509,2,25,1,MEDIUM,0,1
DIVORCED,New York,0,2,1896,5480,0,0,57940,M,Administrative and Clerical,1500,NorthEast,1,1240,No,2,6,36,53.42,735,4,147,4,HIGH,1,1
DIVORCED,New York,0,5,2500,2550,5,0,66065,F,Undefined,900,NorthEast,1,750,Yes,7,1,33,54.8,2105,1,25,5,HIGH,1,1
SINGLE,New York,0,2,0,0,0,1,63574,M,Healthcare,900,NorthEast,0,0,No,15,1,65,53.01,1609,1,25,2,MEDIUM,0,1
DIVORCED,New York,0,1,2200,1550,1,1,59277,F,Administrative and Clerical,900,NorthEast,1,500,Yes,3,6,33,53.92,1347,2,118,4,MEDIUM,1,1
MARRIED,New York,0,3,1000,950,3,0,67569,M,Healthcare,900,NorthEast,1,1000,No,16,1,28,53.24,704,3,25,3,HIGH,1,1
MARRIED,New Mexico,0,1,5000,0,1,1,65209,M,Undefined,900,Southwest,1,5000,No,4,1,40,52.87,688,1,25,2,HIGH,1,1
MARRIED,Michigan,0,2,700,252,1,1,61638,F,Construction and Trades,900,Midwest,1,1,No,1,1,46,53.19,521,2,25,3,HIGH,1,1
DIVORCED,Minnesota,0,1,3500,8709,1,1,70217,F,Administrative and Clerical,900,West,1,1272,Yes,6,1,47,53.73,10467,2,9883,4,HIGH,1,1
DIVORCED,Florida,0,1,3500,0,1,1,57213,F,IT,1500,South,1,3500,No,5,1,35,53.08,596,1,94,1,MEDIUM,1,1
DIVORCED,District of Columbia,5109,1,4071,6000,1,1,89522,F,Finance,3000,NorthEast,1,2000,No,14,1,49,54.22,30345,4,24546,5,VERY HIGH,1,1
DIVORCED,Michigan,0,2,4000,0,0,1,69051,M,Healthcare,900,Midwest,1,4000,No,0,1,36,53.06,0,0,25,0,HIGH,1,1
DIVORCED,Michigan,0,1,3545,7000,1,1,64322,F,Healthcare,900,Midwest,1,1400,Yes,4,1,33,57.23,3066,4,25,6,HIGH,1,1
SINGLE,Illinois,0,2,240,0,0,0,66008,M,Undefined,900,Midwest,1,240,No,0,1,23,53.06,506,0,25,0,HIGH,1,1
WIDOWED,California,0,1,5000,19000,1,1,59126,M,Construction and Trades,1300,West,2,3500,No,13,7,52,54.87,9519,5,8857,5,VERY HIGH,2,1
WIDOWED,Michigan,0,1,8000,2000,1,0,60603,F,IT,500,Midwest,1,8000,Yes,5,3,51,82.6,3092,1,25,8,HIGH,1,1
DIVORCED,Michigan,0,1,2000,1000,1,0,59568,M,Healthcare,500,Midwest,2,1,Yes,4,0,48,54.84,1223,3,25,5,VERY HIGH,2,1
MARRIED,New York,0,3,1203,0,3,0,55070,M,Customer Service,1500,NorthEast,2,1203,No,2,0,28,53.1,525,1,25,2,VERY HIGH,2,1
DIVORCED,Michigan,0,1,4000,4001,1,1,64936,F,IT,1000,Midwest,2,4000,No,0,0,50,53.06,509,1,25,0,VERY HIGH,2,1
MARRIED,New York,1755,5,7000,4800,5,1,61581,M,Administrative and Clerical,900,NorthEast,1,7000,No,3,6,34,52.92,3235,4,25,2,MEDIUM,1,1
DIVORCED,Utah,0,1,3000,4000,1,1,74588,F,IT,2500,Southwest,2,2000,No,16,0,69,56.51,45889,1,25,6,VERY HIGH,2,1
MARRIED,New York,2091,3,1161,2800,3,1,56877,M,Healthcare,1400,NorthEast,2,800,No,10,0,34,54.08,19636,2,11945,5,HIGH,2,1
OTHER,New York,0,4,15000,8001,1,1,80868,F,IT,5000,NorthEast,2,15000,No,1,0,47,53.07,511,4,25,1,VERY HIGH,2,1
SINGLE,New York,0,2,0,0,0,0,58425,M,Undefined,900,NorthEast,0,0,No,0,0,29,53.06,507,0,25,0,MEDIUM,0,1
SINGLE,New York,0,2,380,0,0,0,70437,M,Undefined,1000,NorthEast,1,380,No,0,0,27,53.06,508,1,25,0,VERY HIGH,1,1
DIVORCED,Florida,3432,1,0,4551,1,1,63949,M,Customer Service,500,South,0,1,No,16,0,26,53.67,8086,3,3788,4,LOW,0,1
MARRIED,California,0,3,1800,2400,3,0,70185,M,Administrative and Clerical,1500,West,1,1800,No,2,0,27,53.14,1339,1,825,2,HIGH,1,1
DIVORCED,District of Columbia,0,1,3000,5200,1,1,62141,M,Public Safety,1000,NorthEast,1,1500,Yes,15,0,41,54.35,1177,4,25,5,HIGH,1,1
DIVORCED,Missouri,0,1,2500,0,1,1,61301,F,Customer Service,1000,Midwest,1,2500,No,4,0,43,53.55,1064,1,25,4,HIGH,1,1
DIVORCED,New York,0,5,3500,3000,5,1,76204,F,Transportation,1500,NorthEast,1,1000,Yes,2,2,25,53.08,576,3,25,1,MEDIUM,1,1
DIVORCED,Michigan,0,1,3500,3700,1,1,66188,F,Construction and Trades,1000,Midwest,1,2500,No,9,0,45,53.67,2465,1,25,4,HIGH,1,1
MARRIED,California,0,1,718,0,1,0,52436,F,Transportation,2500,West,1,718,No,1,1,42,53.07,0,1,25,1,HIGH,1,1
SINGLE,Michigan,0,2,0,0,0,0,67535,M,Construction and Trades,1100,Midwest,0,0,No,17,3,0,52.95,662,0,154,2,LOW,0,1
DIVORCED,North Carolina,0,1,3000,1801,1,0,66005,M,Undefined,500,South,1,3000,No,4,0,39,54.17,3624,3,25,5,HIGH,1,1
DIVORCED,Minnesota,0,1,4280,25050,1,1,65237,F,Public Safety,800,West,1,3800,Yes,4,10,44,56.1,6559,2,421,6,HIGH,1,1
DIVORCED,New York,0,4,2500,4350,4,1,67653,F,Undefined,800,NorthEast,1,750,Yes,4,1,45,55.45,2084,1,25,5,MEDIUM,1,1
MARRIED,New York,0,5,950,301,5,1,66996,F,Customer Service,500,NorthEast,1,1,No,4,4,30,53.46,9744,2,9076,4,MEDIUM,1,1
DIVORCED,North Carolina,0,1,2055,3850,1,1,63402,F,Creative Media,900,South,1,1000,Yes,12,2,58,54.7,2044,1,25,5,HIGH,1,1
MARRIED,New York,0,1,1060,800,1,1,67885,M,Undefined,900,NorthEast,1,1060,Yes,3,1,29,54.63,910,3,25,5,HIGH,1,1
SINGLE,New York,0,3,0,1000,3,1,59711,M,IT,1000,NorthEast,0,0,Yes,1,2,26,53.91,747,3,25,4,LOW,0,1
MARRIED,Mississippi,0,4,1100,450,3,0,61048,M,Customer Service,900,South,1,1100,No,4,2,46,53.04,1585,2,1076,2,HIGH,1,1
MARRIED,Mississippi,0,5,1800,601,5,1,60589,F,Healthcare,1000,South,1,1800,No,0,2,46,53.06,508,2,25,0,MEDIUM,1,1
MARRIED,Mississippi,0,5,5000,4000,1,1,70830,F,Undefined,900,South,1,5000,No,5,1,44,53.26,1681,1,27,3,HIGH,1,1
WIDOWED,Minnesota,0,1,5000,17601,1,1,69143,F,IT,1000,West,1,1,Yes,4,4,50,61.11,7220,2,25,7,HIGH,1,1
SINGLE,California,0,2,0,900,0,1,63163,M,Undefined,600,West,0,0,No,3,1,55,53.19,1335,3,827,3,MEDIUM,0,1
MARRIED,Alaska,0,5,6755,0,5,0,71142,M,Healthcare,1500,West,1,6755,No,1,2,37,55.53,532,1,25,6,HIGH,1,1
WIDOWED,New York,108782,1,6000,23200,1,1,64969,M,Administrative and Clerical,900,NorthEast,1,1200,No,2,2,58,57.98,109715,2,25,6,HIGH,1,1
WIDOWED,New York,0,1,5000,11400,1,0,65908,F,Undefined,500,NorthEast,1,5000,No,4,7,51,53.13,1856,4,957,2,VERY HIGH,1,1
SINGLE,New York,0,1,0,6608,1,1,76843,M,Healthcare,1600,NorthEast,0,1408,Yes,10,1,59,54.33,11307,1,9969,5,MEDIUM,0,1
SINGLE,New York,0,2,356,1700,0,1,67378,M,IT,1000,NorthEast,1,356,No,11,5,30,53.75,10513,3,9599,4,HIGH,1,1
SINGLE,California,42378,4,0,5470,0,1,64124,M,Healthcare,800,West,0,1120,No,7,2,84,54.71,42965,2,25,5,MEDIUM,0,1
MARRIED,Ohio,0,4,10000,0,3,1,67471,M,Healthcare,800,Midwest,1,10000,No,1,2,44,53.08,555,1,25,1,HIGH,1,1
DIVORCED,Michigan,0,4,3000,0,3,1,67581,M,Undefined,900,Midwest,1,3000,No,4,2,42,53.16,1729,1,25,2,HIGH,1,1
SINGLE,Michigan,0,1,420,0,1,0,63146,M,Undefined,900,Midwest,1,420,No,1,2,42,53.07,0,0,25,1,HIGH,1,1
MARRIED,California,0,1,1000,0,1,0,71935,M,IT,1000,West,1,1000,No,0,1,51,53.2,3653,0,25,3,VERY HIGH,1,1
MARRIED,District of Columbia,41628,4,6415,15200,1,1,105632,M,Customer Service,5000,NorthEast,1,2900,No,3,2,44,54.91,45788,5,25,5,VERY HIGH,1,1
SINGLE,Florida,0,3,0,0,3,0,59562,M,Education,1000,South,0,0,No,16,1,26,53.13,3292,0,3280,2,LOW,0,1
MARRIED,California,0,3,840,0,3,0,62960,M,Undefined,700,West,1,840,No,0,1,32,53.06,507,0,25,0,HIGH,1,1
SINGLE,Michigan,0,3,0,0,3,1,65069,M,Public Safety,500,Midwest,0,0,No,2,1,25,53.35,3941,0,3929,3,LOW,0,1
SINGLE,California,0,4,0,0,6,0,63226,M,Administrative and Clerical,600,West,0,0,No,17,1,31,53.12,0,0,25,2,LOW,0,0
DIVORCED,Michigan,0,1,2000,2650,1,0,57911,F,IT,1500,Midwest,1,2000,No,17,1,44,53.11,1719,1,25,2,HIGH,1,1
